model,class,categories,caption,image_url,question_1,question_2
unet_without_emb_without_multires,n01582220,['attribute'],the bird has a slender beak,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n01582220_42382.jpg,is there a slender beak ?,is there the bird ?
unet_without_emb_without_multires,n02088094,['attribute'],the dog is white with black spots,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02088094_71281.jpg,are there black spots ?,is there the dog ?
unet_without_emb_without_multires,n02814533,['attribute'],car has a front light,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02814533_27781.jpg,is there car ?,is there a front light ?
unet_without_emb_without_multires,n02089973,['attribute'],the dog has eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02089973_99499.jpg,is there the dog ?,are there eyes ?
unet_without_emb_without_multires,n02090622,['attribute'],dog has spotted face,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02090622_38571.jpg,is there face ?,is there dog ?
unet_without_emb_without_multires,n03796401,"['attribute', 'relation']",Lotus Flower painted on back of garbage truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03796401_25438.jpg,is there lotus flower ?,is there garbage truck ?
unet_without_emb_without_multires,n03344393,['attribute'],the tarp on the boat is blue,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03344393_60761.jpg,is there the tarp ?,is there the boat ?
unet_without_emb_without_multires,n03930630,['attribute'],the truck has a crane,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03930630_45607.jpg,is there the truck ?,is there a crane ?
unet_without_emb_without_multires,n02088238,['attribute'],Tongue of dog is pink,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02088238_41084.jpg,is there dog ?,is there tongue ?
unet_without_emb_without_multires,n01580077,['relation'],A bird is next to a zebra,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n01580077_7785.jpg,is there a bird ?,is there a zebra ?
unet_without_emb_without_multires,n02123045,['action'],The cat is sniffing the food.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02123045_9028.jpg,is there the food ?,is there the cat ?
unet_without_emb_without_multires,n02123159,"['relation', 'action']",cat is holding a camera,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02123159_42476.jpg,is there a camera ?,is there cat ?
unet_without_emb_without_multires,n04461696,"['relation', 'action']",man is walking toward truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n04461696_44120.jpg,is man  walking toward truck?,is there truck ?
kv_with_emb_without_multires,n02090622,['attribute'],dog has pink dress,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090622_36366.jpg,is there pink dress ?,is there dog ?
kv_with_emb_without_multires,n02089973,['relation'],the dog's head is on the blanket,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089973_63136.jpg,is there the dog's head ?,is there the blanket ?
kv_with_emb_without_multires,n02088238,"['attribute', 'action']",the dog is wearing a collar,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088238_99293.jpg,is there a collar ?,is the dog  wearing a collar?
kv_with_emb_without_multires,n02701002,"['attribute', 'counting']",car has two headlights,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02701002_78462.jpg,is there car ?,are there two headlights ?
kv_with_emb_without_multires,n02090721,"['attribute', 'relation']",tongue hanging out a dog's mouth,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090721_32122.jpg,is there a dog's mouth ?,is there tongue ?
kv_with_emb_without_multires,n03345487,['attribute'],the truck has a light,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03345487_20422.jpg,is there the truck ?,is there a light ?
kv_with_emb_without_multires,n02089078,['attribute'],the dog has a safety vest,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089078_91321.jpg,is there a safety vest ?,is there the dog ?
kv_with_emb_without_multires,n02089867,"['relation', 'action']",dog has the toy in it's mouth,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_98926.jpg,is there dog ?,is there the toy ?
kv_with_emb_without_multires,n02930766,['relation'],The man is in a car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02930766_78228.jpg,is there a car ?,is there the man ?
kv_with_emb_without_multires,n03930630,['relation'],Woman standing next to truck ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03930630_84574.jpg,is there woman ?,is there truck ?
kv_with_emb_without_multires,n01601694,"['attribute', 'action']",The bird's talons are gripping a rock.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01601694_44771.jpg,are there the bird's talons ?,is there a rock ?
kv_with_emb_without_multires,n02123159,"['attribute', 'action']",the cat has his head raised,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123159_90205.jpg,is there his head ?,is there the cat ?
kv_with_emb_without_multires,n04612504,"['relation', 'action']",rope tied to a small boat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04612504_77091.jpg,is there a small boat ?,is there rope ?
kv_with_emb_without_multires,n01532829,['attribute'],the bird has black eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01532829_16112.jpg,is there the bird ?,are there black eyes ?
kv_with_emb_without_multires,n02123045,"['relation', 'action']",The cat is sleeping on the table.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_87719.jpg,is the cat  sleeping on the table.?,is there the cat ?
kv_with_emb_without_multires,n02088364,['relation'],fake dog sits on bench,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088364_64546.jpg,is there bench ?,is there fake dog ?
kv_with_emb_without_multires,n02089973,['attribute'],the dog has a messed up eye,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089973_32652.jpg,is there a messed up eye ?,is there the dog ?
kv_with_emb_without_multires,n01537544,['attribute'],bird has orange beak,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01537544_4858.jpg,is there bird ?,is there orange beak ?
kv_with_emb_without_multires,n01582220,['attribute'],body of seabird is white,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01582220_38179.jpg,is there body ?,is there seabird ?
kv_with_emb_without_multires,n02090379,"['attribute', 'action']",The dog is awake in daytime,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090379_30689.jpg,is there the dog ?,is the dog  awake in daytime?
kv_with_emb_without_multires,n03345487,"['attribute', 'action']",men driving an old time truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03345487_61883.jpg,is there an old time truck ?,are there men ?
kv_with_emb_without_multires,n02123045,['attribute'],face of cat is white and gray,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_18410.jpg,is there cat ?,is there face ?
kv_with_emb_without_multires,n02088364,['attribute'],the dog has an ear,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088364_91573.jpg,is there an ear ?,is there the dog ?
kv_with_emb_without_multires,n03344393,"['relation', 'action']",man sits on boat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03344393_17220.jpg,is there man ?,is there boat ?
kv_with_emb_without_multires,n01582220,"['attribute', 'counting']",the bird has two eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01582220_69736.jpg,is there the bird ?,are there two eyes ?
kv_with_emb_without_multires,n02088466,"['relation', 'action']",the dog is resting on a blanket,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088466_53163.jpg,is there the dog ?,is the dog  resting on a blanket?
kv_with_emb_without_multires,n01601694,"['relation', 'action']",The bird is eating the branch.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01601694_58822.jpg,is the bird  eating the branch.?,is there the bird ?
kv_with_emb_without_multires,n02088094,"['relation', 'action']",dog is laying on the ground,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088094_23077.jpg,is there the ground ?,is dog  laying on the ground?
kv_with_emb_without_multires,n03417042,['attribute'],The truck has a white grill.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03417042_4014.jpg,is there a white grill ?,is there the truck ?
kv_with_emb_without_multires,n01530575,"['attribute', 'relation']",bird with wings spread,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01530575_87417.jpg,is there bird ?,are there wings ?
kv_with_emb_without_multires,n02088238,['attribute'],the dog has a silver tag,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088238_76531.jpg,is there a silver tag ?,is there the dog ?
kv_with_emb_without_multires,n02090721,"['attribute', 'relation']",A dog has a tag,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090721_16097.jpg,is there a tag ?,is there a dog ?
kv_with_emb_without_multires,n04273569,"['relation', 'action']",Man kneeling down on boat. ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04273569_96821.jpg,is there man ?,is there boat ?
kv_with_emb_without_multires,n02493509,"['relation', 'action']",the boy is imitating the monkey,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02493509_92056.jpg,is there the boy ?,is there the monkey ?
kv_with_emb_without_multires,n03417042,"['attribute', 'action']",Pickup truck has hood opened,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03417042_66246.jpg,is there hood ?,is there pickup truck ?
kv_with_emb_without_multires,n03100240,"['attribute', 'relation']",the car beside the meter is blue,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03100240_79773.jpg,is there the car ?,is there the meter ?
kv_with_emb_without_multires,n02089867,"['relation', 'action']",Elbow on the far arm washing the dog.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_44879.jpg,is there the far arm ?,is there the dog ?
kv_with_emb_without_multires,n04273569,['relation'],a floating tire mounted on boat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04273569_66471.jpg,is there a floating tire ?,is there boat ?
kv_with_emb_without_multires,n03345487,['relation'],the truck is on the street,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03345487_43586.jpg,is there the street ?,is there the truck ?
kv_with_emb_without_multires,n03447447,"['relation', 'action']",boat docked at the harbor,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03447447_93578.jpg,is there boat ?,is there the harbor ?
kv_with_emb_without_multires,n03100240,['relation'],the teddy bear is in the car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03100240_50780.jpg,is there the teddy bear ?,is there the car ?
kv_with_emb_without_multires,n02089867,"['attribute', 'relation']",the dog's shadow is in the grass,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_4846.jpg,is there the grass ?,is there the dog's shadow ?
kv_with_emb_without_multires,n02090721,"['relation', 'action']",This is a dog trying to catch an apple.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090721_54482.jpg,is there a dog ?,is th  a dog trying to catch an apple.?
kv_with_emb_without_multires,n02123045,['action'],The cat is swiping at trickling water.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_76696.jpg,is the cat  swiping at trickling water.?,is there trickling water ?
kv_with_emb_without_multires,n03796401,['relation'],A window is open on the truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03796401_86120.jpg,is there a window ?,is there the truck ?
kv_with_emb_without_multires,n02089867,"['attribute', 'action']",The dog is wearing goggles,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_28938.jpg,are there goggles ?,is there the dog ?
kv_with_emb_without_multires,n02089867,['action'],the dog is smelling her hand,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_37120.jpg,is the dog  smelling her hand?,is there her hand ?
kv_with_emb_without_multires,n03594945,['attribute'],The white car has red tail lights,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03594945_21932.jpg,are there red tail lights ?,is there the white car ?
kv_with_emb_without_multires,n03417042,['relation'],Orange lit up light above truck.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03417042_84287.jpg,is there truck ?,is there light ?
kv_with_emb_without_multires,n02088094,['attribute'],eyes of dog are big,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088094_96046.jpg,are there eyes ?,is there dog ?
kv_with_emb_without_multires,n03662601,"['attribute', 'relation']",The boat has empty seats.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03662601_61926.jpg,is there the boat ?,are there empty seats ?
kv_with_emb_without_multires,n03930630,['attribute'],back wheel of truck is big,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03930630_96523.jpg,is there back wheel ?,is there truck ?
kv_with_emb_without_multires,n02088094,['action'],The dog is licking his tongue out.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088094_57553.jpg,is there the dog ?,is the dog  licking h tongue out.?
kv_with_emb_without_multires,n02090721,"['relation', 'action']",a woman is petting the dog,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090721_85936.jpg,is there a woman ?,is a woman  petting the dog?
kv_with_emb_without_multires,n02088364,"['attribute', 'action']",the dog is wearing a collar,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088364_25931.jpg,is there a collar ?,is there the dog ?
kv_with_emb_without_multires,n02814533,['attribute'],A person barely visible in the car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02814533_33727.jpg,is there a person ?,is there the car ?
kv_with_emb_without_multires,n03670208,['attribute'],the blue car has a red tail light,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03670208_27485.jpg,is there the blue car ?,is there a red tail light ?
kv_with_emb_without_multires,n02123045,"['attribute', 'action']",Black and white cat is looking out the window,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_94158.jpg,is there the window ?,is there black and white cat ?
kv_with_emb_without_multires,n02089867,"['relation', 'action']",the dog is laying on a cushion,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_84695.jpg,is there a cushion ?,is there the dog ?
kv_with_emb_without_multires,n02090379,"['attribute', 'relation']",dog has a blue rope tied,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090379_19377.jpg,is there a blue rope ?,is there dog ?
kv_with_emb_without_multires,n02814533,['relation'],a cat is on the car hood,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02814533_55145.jpg,is there a cat ?,is there the car hood ?
kv_with_emb_without_multires,n02088364,['attribute'],dog has light brown hair,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088364_39279.jpg,is there light brown hair ?,is there dog ?
kv_with_emb_without_multires,n01558993,['attribute'],The bird has yellow and orange on it's chest.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01558993_45735.jpg,is there the bird ?,is there it's chest ?
kv_with_emb_without_multires,n04111531,['relation'],the dishwasher is next to the oven,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04111531_17887.jpg,is there the oven ?,is there the dishwasher ?
kv_with_emb_without_multires,n02088632,"['attribute', 'counting']",two dogs with their tongues hanging out,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088632_94169.jpg,are there their tongues ?,are there two dogs ?
kv_with_emb_without_multires,n01601694,['relation'],The bird is on the water.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01601694_3938.jpg,is there the water ?,is there the bird ?
kv_with_emb_without_multires,n02089867,"['attribute', 'counting']",The dog has 2 ears,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_10001.jpg,is there the dog ?,are there 2 ears ?
kv_with_emb_without_multires,n02930766,['relation'],the man is in a car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02930766_21792.jpg,is there the man ?,is there a car ?
kv_with_emb_without_multires,n02123045,['action'],The cat is licking its paw,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_14249.jpg,is there its paw ?,is there the cat ?
kv_with_emb_without_multires,n03796401,['relation'],A truck is in the background.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03796401_20145.jpg,is there a truck ?,is there the background ?
kv_with_emb_without_multires,n02123045,['attribute'],cat has a pointy ear,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_28914.jpg,is there a pointy ear ?,is there cat ?
kv_with_emb_without_multires,n02090622,"['attribute', 'action']",The dog is wearing a gold tag.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090622_79003.jpg,is there the dog ?,is there a gold tag ?
kv_with_emb_without_multires,n02088466,['attribute'],dog has fluffy tail,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088466_73807.jpg,is there dog ?,is there fluffy tail ?
kv_with_emb_without_multires,n04461696,['attribute'],the front headlight on the truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04461696_36377.jpg,is there the truck ?,is there the front headlight ?
kv_with_emb_without_multires,n02090622,['relation'],the dogs head is in the box,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090622_26853.jpg,are there the dogs ?,is there the box ?
kv_with_emb_without_multires,n03796401,['attribute'],the truck has a black trailer bed ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03796401_51072.jpg,is there a black trailer bed ?,is there the truck ?
kv_with_emb_without_multires,n03447447,"['attribute', 'action']","""RX60"" painted on boat with black paint",https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03447447_29823.jpg,is there black paint ?,is there boat ?
kv_with_emb_without_multires,n02089867,['relation'],The hat is on the dog's head.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_49481.jpg,is there the dog's head ?,is there the hat ?
kv_with_emb_without_multires,n02090379,['attribute'],eye of dog is black,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090379_83147.jpg,is there dog ?,is there eye ?
kv_with_emb_without_multires,n02692877,"['relation', 'action']",Commercial aircraft is boarding passengers,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02692877_22408.jpg,is commercial aircraft  boarding passengers?,are there boarding passengers ?
kv_with_emb_without_multires,n01530575,['attribute'],the bird has a yellow beak,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01530575_70041.jpg,is there a yellow beak ?,is there the bird ?
kv_with_emb_without_multires,n02123045,"['attribute', 'relation']",Green eyed cat wearing hat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_83974.jpg,is there hat ?,is there green eyed cat ?
kv_with_emb_without_multires,n04238763,['attribute'],Screen of computer is purple and white,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04238763_34920.jpg,is there computer ?,is there screen ?
kv_with_emb_without_multires,n01558993,['attribute'],the eye of the bird is black,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01558993_83924.jpg,is there the eye ?,is there the bird ?
kv_with_emb_without_multires,n04612504,"['relation', 'action']",small boat sailing on water,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04612504_5933.jpg,is there water ?,is there small boat ?
kv_with_emb_without_multires,n03796401,['attribute'],the front left tire of a truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03796401_84300.jpg,is there tire ?,is there a truck ?
kv_with_emb_without_multires,n02088238,['attribute'],dog's eyes are amber,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088238_35624.jpg,are there dog's eyes ?,is there amber ?
kv_with_emb_without_multires,n02090622,['attribute'],This dog has quite a paw visible here,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090622_78700.jpg,is there quite a paw ?,is there this dog ?
kv_with_emb_without_multires,n01537544,['attribute'],bird has blue head,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01537544_65007.jpg,is there blue head ?,is there bird ?
kv_with_emb_without_multires,n01558993,['attribute'],bird has white eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01558993_84695.jpg,are there white eyes ?,is there bird ?
kv_with_emb_without_multires,n02090379,"['attribute', 'action']",the dog is wearing a tie,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090379_97240.jpg,is there a tie ?,is the dog  wearing a tie?
kv_with_emb_without_multires,n02088238,['relation'],the frisbee is in the dog's mouth,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088238_76866.jpg,is there the dog's mouth ?,is there the frisbee ?
kv_with_emb_without_multires,n01537544,['attribute'],The bird has yellow and orange on it's chest.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01537544_68845.jpg,is there it's chest ?,is there the bird ?
kv_with_emb_without_multires,n02123159,['relation'],a laptop is behind the cat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123159_2922.jpg,is there the cat ?,is there a laptop ?
kv_with_emb_without_multires,n03447447,"['attribute', 'relation']",the white buoy hanging off the boat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03447447_24434.jpg,is there the white buoy ?,is there the boat ?
kv_with_emb_without_multires,n03670208,['relation'],roof rack on a car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03670208_41327.jpg,is there roof rack ?,is there a car ?
kv_with_emb_without_multires,n02088364,"['attribute', 'action']",the dog is wearing a life vest,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088364_22089.jpg,is there the dog ?,is there a life vest ?
kv_with_emb_without_multires,n01601694,['attribute'],The bird has black and white tail feathers.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01601694_59300.jpg,are there black and white tail feathers ?,is there the bird ?
kv_with_emb_without_multires,n01558993,"['relation', 'action']",A bird is getting some food,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01558993_41766.jpg,is a bird  getting some food?,is there some food ?
kv_with_emb_without_multires,n02088466,['attribute'],dog has a brown patch,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088466_42145.jpg,is there a brown patch ?,is there dog ?
kv_with_emb_without_multires,n02088466,['attribute'],this dog has eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088466_43727.jpg,are there eyes ?,is there this dog ?
kv_with_emb_without_multires,n02089973,['relation'],the dog is at the beach,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089973_75822.jpg,is there the beach ?,is there the dog ?
kv_with_emb_without_multires,n02123159,['relation'],cat is on grey table,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123159_28601.jpg,is there cat ?,is there grey table ?
kv_with_emb_without_multires,n02090622,['relation'],dog's eye looking up past the frisbee,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090622_87358.jpg,is there dog's eye ?,is there the frisbee ?
kv_with_emb_without_multires,n04111531,"['attribute', 'action']",the heater on the oven is on,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04111531_59140.jpg,is there the oven ?,is the heater on the oven  on?
kv_with_emb_without_multires,n02088466,['attribute'],the dog has a black nose,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088466_82951.jpg,is there a black nose ?,is there the dog ?
kv_with_emb_without_multires,n02088094,['attribute'],dog has a large pink tounge,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088094_70054.jpg,is there dog ?,is there a large pink tounge ?
kv_with_emb_without_multires,n02090622,"['attribute', 'relation']",The dog has glasses on,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090622_36391.jpg,are there glasses ?,is there the dog ?
kv_with_emb_without_multires,n02951358,"['relation', 'action']",woman stands in a boat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02951358_60186.jpg,is there woman ?,is there a boat ?
kv_with_emb_without_multires,n03670208,['relation'],A car's reflection is in the window,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03670208_55862.jpg,is there a car's reflection ?,is there the window ?
kv_with_emb_without_multires,n03977966,['relation'],Orange lit up light above truck.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03977966_71611.jpg,is there truck ?,is there light ?
kv_with_emb_without_multires,n04111531,['action'],Cook reignites the fire inside the oven,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04111531_94924.jpg,is there the fire ?,is there the oven ?
kv_with_emb_without_multires,n02123159,['action'],The cats closed eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123159_76770.jpg,are there eyes ?,are there the cats ?
kv_with_emb_without_multires,n03345487,['relation'],front left wheel of the fire truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03345487_48914.jpg,is there front left wheel ?,is there the fire truck ?
kv_with_emb_without_multires,n02090622,['action'],dog is catching frisbee,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090622_4028.jpg,is there dog ?,is dog  catching frbee?
kv_with_emb_without_multires,n02088632,"['attribute', 'relation']",the brown dog has a long brown tail,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088632_29148.jpg,is there the brown dog ?,is there a long brown tail ?
kv_with_emb_without_multires,n02123045,['attribute'],these are the cats eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_1780.jpg,are there the cats ?,are there eyes ?
kv_with_emb_without_multires,n03447447,['relation'],boat tied to dock,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03447447_32380.jpg,is there dock ?,is there boat ?
